Length Scale	MAE	R_square	RMSE
0.1	0.1015	-1.577	0.213
0.12000000000000001	0.0852	-0.424	0.1876
0.14	0.0711	0.178	0.1645
0.16000000000000003	0.0605	0.487	0.1448
0.18000000000000002	0.0525	0.656	0.1276
0.2	0.0459	0.757	0.1129
0.22000000000000003	0.0413	0.821	0.1003
0.24000000000000002	0.0378	0.865	0.0894
0.26	0.0349	0.897	0.0798
0.28	0.0321	0.92	0.0713
0.30000000000000004	0.0296	0.938	0.0638
0.32000000000000006	0.0274	0.951	0.0575
0.3400000000000001	0.0255	0.96	0.052
0.3600000000000001	0.0238	0.968	0.0473
0.38	0.0223	0.973	0.0432
0.4	0.021	0.978	0.0395
0.42000000000000004	0.0198	0.982	0.036
0.44000000000000006	0.0186	0.986	0.0327
0.4600000000000001	0.0177	0.988	0.0298
0.4800000000000001	0.017	0.99	0.0274
0.5000000000000001	0.0165	0.991	0.0259
0.5200000000000001	0.0164	0.992	0.0253
0.54	0.017	0.992	0.0256
