Length Scale	MAE	R_square	RMSE
0.1	0.1494	-0.442	0.1987
0.12000000000000001	0.122	0.244	0.1689
0.14	0.0995	0.554	0.1449
0.16000000000000003	0.0816	0.715	0.125
0.18000000000000002	0.0677	0.809	0.1082
0.2	0.0567	0.868	0.0936
0.22000000000000003	0.0489	0.907	0.0809
0.24000000000000002	0.0429	0.933	0.07
0.26	0.0385	0.951	0.0612
0.28	0.0344	0.963	0.0541
0.30000000000000004	0.0311	0.971	0.0485
0.32000000000000006	0.0277	0.976	0.0442
0.3400000000000001	0.0257	0.98	0.041
0.3600000000000001	0.0244	0.983	0.0383
0.38	0.0234	0.985	0.0361
0.4	0.0226	0.987	0.034
0.42000000000000004	0.0217	0.988	0.0322
0.44000000000000006	0.0215	0.989	0.0309
0.4600000000000001	0.0217	0.99	0.0301
0.4800000000000001	0.0221	0.99	0.0302
0.5000000000000001	0.0227	0.99	0.0308
0.5200000000000001	0.0232	0.989	0.0315
0.54	0.0241	0.989	0.0323
