Length Scale	MAE	R_square	RMSE
0.1	0.0896	-1.751	0.2006
0.12000000000000001	0.0744	-0.5	0.1756
0.14	0.0608	0.149	0.1532
0.16000000000000003	0.0509	0.474	0.1345
0.18000000000000002	0.0443	0.65	0.1185
0.2	0.039	0.755	0.1046
0.22000000000000003	0.0346	0.823	0.0925
0.24000000000000002	0.0316	0.869	0.0818
0.26	0.029	0.902	0.0722
0.28	0.0266	0.926	0.0638
0.30000000000000004	0.0246	0.943	0.0567
0.32000000000000006	0.023	0.955	0.0509
0.3400000000000001	0.0219	0.964	0.0464
0.3600000000000001	0.021	0.97	0.0427
0.38	0.0202	0.974	0.0395
0.4	0.0194	0.978	0.0366
0.42000000000000004	0.0186	0.982	0.0338
0.44000000000000006	0.0179	0.985	0.031
0.4600000000000001	0.017	0.988	0.0283
0.4800000000000001	0.0165	0.99	0.0258
0.5000000000000001	0.0161	0.991	0.024
0.5200000000000001	0.0158	0.992	0.0231
0.54	0.0162	0.992	0.0232
