Length Scale	MAE	R_square	RMSE
0.1	0.0934	-0.357	0.1771
0.12000000000000001	0.081	0.099	0.1587
0.14	0.0691	0.387	0.143
0.16000000000000003	0.0608	0.551	0.1313
0.18000000000000002	0.055	0.647	0.1224
0.2	0.0504	0.712	0.1145
0.22000000000000003	0.0457	0.761	0.107
0.24000000000000002	0.0413	0.798	0.1006
0.26	0.0379	0.823	0.0954
0.28	0.0355	0.842	0.0915
0.30000000000000004	0.0338	0.854	0.0885
0.32000000000000006	0.0326	0.863	0.0864
0.3400000000000001	0.0316	0.87	0.0847
0.3600000000000001	0.0308	0.875	0.0833
0.38	0.0302	0.88	0.0819
0.4	0.0298	0.885	0.0804
0.42000000000000004	0.0295	0.89	0.0787
0.44000000000000006	0.0294	0.896	0.0767
0.4600000000000001	0.0292	0.902	0.0745
0.4800000000000001	0.0291	0.908	0.0721
0.5000000000000001	0.0291	0.915	0.0695
0.5200000000000001	0.0291	0.921	0.0668
0.54	0.029	0.928	0.0641
