Length Scale	MAE	R_square	RMSE
0.1	0.1028	-1.696	0.1644
0.12000000000000001	0.0874	-0.738	0.149
0.14	0.0741	-0.125	0.1353
0.16000000000000003	0.0642	0.232	0.1237
0.18000000000000002	0.0559	0.443	0.1132
0.2	0.0481	0.578	0.1035
0.22000000000000003	0.0438	0.674	0.0947
0.24000000000000002	0.0417	0.746	0.0862
0.26	0.0397	0.802	0.0781
0.28	0.0374	0.846	0.0704
0.30000000000000004	0.0349	0.883	0.0628
0.32000000000000006	0.0323	0.913	0.0554
0.3400000000000001	0.0301	0.937	0.0482
0.3600000000000001	0.0284	0.954	0.042
0.38	0.027	0.965	0.0373
0.4	0.0258	0.971	0.0339
0.42000000000000004	0.0248	0.976	0.0317
0.44000000000000006	0.0241	0.978	0.0302
0.4600000000000001	0.0233	0.98	0.0292
0.4800000000000001	0.0229	0.981	0.0287
0.5000000000000001	0.0232	0.981	0.0284
0.5200000000000001	0.0232	0.981	0.0284
0.54	0.0231	0.981	0.0285
