Length Scale	MAE	R_square	RMSE
0.1	0.0788	0.06	0.158
0.12000000000000001	0.0631	0.485	0.1311
0.14	0.0494	0.706	0.1088
0.16000000000000003	0.0384	0.821	0.0913
0.18000000000000002	0.0301	0.884	0.0772
0.2	0.0243	0.923	0.0653
0.22000000000000003	0.0205	0.948	0.0551
0.24000000000000002	0.0174	0.965	0.0463
0.26	0.0147	0.976	0.0387
0.28	0.0124	0.983	0.0325
0.30000000000000004	0.0104	0.989	0.0274
0.32000000000000006	0.0088	0.992	0.0232
0.3400000000000001	0.0076	0.994	0.0199
0.3600000000000001	0.0067	0.996	0.0174
0.38	0.0061	0.996	0.0155
0.4	0.0057	0.997	0.0143
0.42000000000000004	0.0055	0.997	0.0136
0.44000000000000006	0.0055	0.997	0.0133
0.4600000000000001	0.0056	0.997	0.0135
0.4800000000000001	0.0059	0.997	0.014
0.5000000000000001	0.0063	0.997	0.0148
0.5200000000000001	0.0067	0.996	0.0158
0.54	0.0072	0.996	0.0171
