Length Scale	MAE	R_square	RMSE
0.1	0.0655	-2.879	0.141
0.12000000000000001	0.056	-1.236	0.1274
0.14	0.047	-0.352	0.1149
0.16000000000000003	0.0413	0.117	0.1045
0.18000000000000002	0.037	0.377	0.0955
0.2	0.0337	0.54	0.0872
0.22000000000000003	0.0313	0.653	0.0791
0.24000000000000002	0.0289	0.737	0.0715
0.26	0.0266	0.799	0.0644
0.28	0.0246	0.844	0.058
0.30000000000000004	0.0228	0.878	0.0524
0.32000000000000006	0.0212	0.905	0.0473
0.3400000000000001	0.0197	0.926	0.0423
0.3600000000000001	0.0184	0.945	0.0374
0.38	0.0174	0.96	0.0325
0.4	0.0165	0.971	0.0281
0.42000000000000004	0.0156	0.979	0.0244
0.44000000000000006	0.0149	0.984	0.0218
0.4600000000000001	0.0145	0.986	0.0206
0.4800000000000001	0.0144	0.986	0.0207
0.5000000000000001	0.0148	0.985	0.0215
0.5200000000000001	0.0157	0.983	0.0228
0.54	0.0163	0.981	0.0242
