Length Scale	MAE	R_square	RMSE
0.1	0.0766	-2.033	0.1445
0.12000000000000001	0.0675	-0.778	0.1286
0.14	0.0584	-0.06	0.114
0.16000000000000003	0.0509	0.332	0.1022
0.18000000000000002	0.0446	0.542	0.0927
0.2	0.0407	0.665	0.0845
0.22000000000000003	0.0374	0.745	0.0772
0.24000000000000002	0.0342	0.801	0.0706
0.26	0.031	0.841	0.0646
0.28	0.0286	0.871	0.0594
0.30000000000000004	0.0269	0.893	0.0549
0.32000000000000006	0.0256	0.909	0.0512
0.3400000000000001	0.0247	0.921	0.0481
0.3600000000000001	0.0239	0.93	0.0456
0.38	0.0232	0.937	0.0433
0.4	0.0225	0.944	0.0411
0.42000000000000004	0.0218	0.95	0.0389
0.44000000000000006	0.0212	0.957	0.0364
0.4600000000000001	0.0206	0.963	0.0339
0.4800000000000001	0.0198	0.969	0.0315
0.5000000000000001	0.019	0.973	0.0294
0.5200000000000001	0.0187	0.976	0.0276
0.54	0.0186	0.978	0.0264
