Length Scale	MAE	R_square	RMSE
0.1	0.0621	-2.303	0.1311
0.12000000000000001	0.0517	-0.573	0.1116
0.14	0.0419	0.212	0.0944
0.16000000000000003	0.0346	0.554	0.0817
0.18000000000000002	0.0298	0.707	0.0728
0.2	0.0271	0.787	0.066
0.22000000000000003	0.0257	0.838	0.0597
0.24000000000000002	0.024	0.877	0.0533
0.26	0.022	0.909	0.0469
0.28	0.0201	0.932	0.041
0.30000000000000004	0.0186	0.949	0.036
0.32000000000000006	0.0173	0.961	0.0319
0.3400000000000001	0.0163	0.969	0.0289
0.3600000000000001	0.0156	0.974	0.0266
0.38	0.0153	0.977	0.025
0.4	0.0152	0.98	0.0238
0.42000000000000004	0.015	0.981	0.0228
0.44000000000000006	0.0149	0.983	0.0219
0.4600000000000001	0.0146	0.984	0.0211
0.4800000000000001	0.0144	0.985	0.0207
0.5000000000000001	0.0141	0.986	0.0207
0.5200000000000001	0.0143	0.985	0.0212
0.54	0.015	0.984	0.022
