Length Scale	MAE	R_square	RMSE
0.1	0.1177	-0.375	0.2055
0.12000000000000001	0.0982	0.195	0.1797
0.14	0.0846	0.487	0.1593
0.16000000000000003	0.0739	0.648	0.1424
0.18000000000000002	0.0653	0.744	0.128
0.2	0.0585	0.806	0.1157
0.22000000000000003	0.0528	0.851	0.1042
0.24000000000000002	0.0475	0.886	0.093
0.26	0.0423	0.914	0.0824
0.28	0.0377	0.934	0.0735
0.30000000000000004	0.034	0.947	0.0666
0.32000000000000006	0.0313	0.956	0.0616
0.3400000000000001	0.0294	0.961	0.0578
0.3600000000000001	0.0277	0.966	0.0546
0.38	0.026	0.97	0.0515
0.4	0.0242	0.975	0.0478
0.42000000000000004	0.0222	0.979	0.0436
0.44000000000000006	0.0208	0.983	0.0392
0.4600000000000001	0.0198	0.987	0.035
0.4800000000000001	0.0193	0.99	0.0315
0.5000000000000001	0.0187	0.991	0.0287
0.5200000000000001	0.0184	0.993	0.027
0.54	0.0184	0.993	0.0264
