Length Scale	MAE	R_square	RMSE
0.1	0.0564	-2.455	0.1256
0.12000000000000001	0.0479	-0.691	0.108
0.14	0.0399	0.133	0.0922
0.16000000000000003	0.0338	0.507	0.0799
0.18000000000000002	0.0288	0.684	0.0705
0.2	0.0261	0.778	0.063
0.22000000000000003	0.0239	0.838	0.0563
0.24000000000000002	0.0218	0.881	0.0498
0.26	0.0196	0.914	0.0434
0.28	0.0176	0.938	0.0375
0.30000000000000004	0.0162	0.955	0.0326
0.32000000000000006	0.015	0.966	0.0287
0.3400000000000001	0.0143	0.972	0.026
0.3600000000000001	0.0139	0.976	0.0242
0.38	0.0135	0.979	0.023
0.4	0.0133	0.98	0.0221
0.42000000000000004	0.0131	0.982	0.0215
0.44000000000000006	0.0129	0.983	0.0209
0.4600000000000001	0.0127	0.984	0.0204
0.4800000000000001	0.0127	0.985	0.0198
0.5000000000000001	0.0127	0.985	0.0195
0.5200000000000001	0.0126	0.986	0.0193
0.54	0.0129	0.986	0.0193
