Length Scale	MAE	R_square	RMSE
0.1	0.1563	-0.5	0.1838
0.12000000000000001	0.1298	0.133	0.1563
0.14	0.1065	0.496	0.1327
0.16000000000000003	0.0879	0.691	0.1137
0.18000000000000002	0.074	0.797	0.0987
0.2	0.064	0.858	0.0868
0.22000000000000003	0.0566	0.895	0.0773
0.24000000000000002	0.051	0.918	0.0698
0.26	0.0457	0.935	0.0631
0.28	0.041	0.948	0.0575
0.30000000000000004	0.0368	0.957	0.0528
0.32000000000000006	0.0334	0.963	0.0491
0.3400000000000001	0.0315	0.968	0.0462
0.3600000000000001	0.0298	0.971	0.044
0.38	0.0287	0.973	0.0425
0.4	0.0282	0.975	0.0416
0.42000000000000004	0.0279	0.976	0.041
0.44000000000000006	0.0278	0.976	0.0408
0.4600000000000001	0.0277	0.976	0.0406
0.4800000000000001	0.0287	0.975	0.0413
0.5000000000000001	0.0295	0.972	0.0433
0.5200000000000001	0.0302	0.97	0.0451
0.54	0.031	0.968	0.0466
