Length Scale	MAE	R_square	RMSE
0.1	0.0794	-0.216	0.1591
0.12000000000000001	0.0641	0.314	0.1349
0.14	0.0522	0.604	0.1137
0.16000000000000003	0.0435	0.758	0.0965
0.18000000000000002	0.0371	0.844	0.0826
0.2	0.0321	0.894	0.071
0.22000000000000003	0.028	0.925	0.0617
0.24000000000000002	0.0247	0.943	0.0544
0.26	0.022	0.956	0.0488
0.28	0.0202	0.964	0.0444
0.30000000000000004	0.0188	0.969	0.0411
0.32000000000000006	0.0179	0.973	0.0385
0.3400000000000001	0.0172	0.976	0.0366
0.3600000000000001	0.0169	0.978	0.0353
0.38	0.0169	0.979	0.0346
0.4	0.0171	0.979	0.0345
0.42000000000000004	0.0175	0.978	0.0348
0.44000000000000006	0.018	0.977	0.0355
0.4600000000000001	0.0186	0.976	0.0365
0.4800000000000001	0.0193	0.974	0.0377
0.5000000000000001	0.02	0.973	0.0388
0.5200000000000001	0.0208	0.971	0.0399
0.54	0.0214	0.97	0.0408
