Length Scale	MAE	R_square	RMSE
0.1	0.1042	0.481	0.1328
0.12000000000000001	0.0827	0.698	0.1103
0.14	0.0655	0.813	0.0926
0.16000000000000003	0.0523	0.876	0.0791
0.18000000000000002	0.0419	0.914	0.0681
0.2	0.0345	0.939	0.0588
0.22000000000000003	0.0291	0.956	0.0507
0.24000000000000002	0.0247	0.968	0.0436
0.26	0.021	0.977	0.0377
0.28	0.018	0.983	0.033
0.30000000000000004	0.0163	0.986	0.0294
0.32000000000000006	0.0155	0.989	0.0269
0.3400000000000001	0.0151	0.99	0.0253
0.3600000000000001	0.015	0.991	0.0245
0.38	0.0151	0.991	0.0243
0.4	0.0156	0.991	0.0246
0.42000000000000004	0.0166	0.99	0.0254
0.44000000000000006	0.0179	0.989	0.027
0.4600000000000001	0.0193	0.986	0.0302
0.4800000000000001	0.021	0.984	0.0331
0.5000000000000001	0.0202	0.989	0.0273
0.5200000000000001	0.021	0.988	0.0287
0.54	0.0219	0.986	0.0307
