Length Scale	MAE	R_square	RMSE
0.1	0.1108	-0.597	0.187
0.12000000000000001	0.0933	0.061	0.1637
0.14	0.0788	0.429	0.1427
0.16000000000000003	0.0671	0.634	0.1251
0.18000000000000002	0.0581	0.752	0.1103
0.2	0.0521	0.825	0.0968
0.22000000000000003	0.0458	0.877	0.084
0.24000000000000002	0.0394	0.913	0.0723
0.26	0.0336	0.938	0.0621
0.28	0.029	0.956	0.0536
0.30000000000000004	0.0253	0.967	0.0467
0.32000000000000006	0.0225	0.975	0.0412
0.3400000000000001	0.0203	0.98	0.037
0.3600000000000001	0.0189	0.983	0.034
0.38	0.0181	0.985	0.0319
0.4	0.0176	0.987	0.0308
0.42000000000000004	0.0175	0.987	0.0305
0.44000000000000006	0.0177	0.987	0.0308
0.4600000000000001	0.0182	0.986	0.0318
0.4800000000000001	0.019	0.984	0.0333
0.5000000000000001	0.0202	0.983	0.0351
0.5200000000000001	0.0217	0.981	0.037
0.54	0.023	0.979	0.0385
