Length Scale	MAE	R_square	RMSE
0.1	0.0914	-1.656	0.204
0.12000000000000001	0.0739	-0.459	0.1784
0.14	0.0597	0.168	0.1557
0.16000000000000003	0.0504	0.484	0.1368
0.18000000000000002	0.0445	0.655	0.1208
0.2	0.0398	0.757	0.107
0.22000000000000003	0.0359	0.823	0.0948
0.24000000000000002	0.0328	0.868	0.084
0.26	0.0303	0.901	0.0744
0.28	0.0281	0.925	0.066
0.30000000000000004	0.0261	0.942	0.0588
0.32000000000000006	0.0244	0.954	0.0529
0.3400000000000001	0.023	0.962	0.0481
0.3600000000000001	0.0218	0.969	0.0441
0.38	0.0208	0.974	0.0407
0.4	0.0199	0.978	0.0376
0.42000000000000004	0.0191	0.982	0.0345
0.44000000000000006	0.0182	0.985	0.0315
0.4600000000000001	0.0174	0.988	0.0286
0.4800000000000001	0.0166	0.99	0.0261
0.5000000000000001	0.0161	0.992	0.0242
0.5200000000000001	0.0157	0.992	0.0233
0.54	0.0162	0.992	0.0235
