Length Scale	MAE	R_square	RMSE
0.1	0.12	-2.294	0.2395
0.12000000000000001	0.1045	-1.288	0.2234
0.14	0.0925	-0.58	0.208
0.16000000000000003	0.0848	-0.133	0.1935
0.18000000000000002	0.0778	0.154	0.1792
0.2	0.0701	0.355	0.1651
0.22000000000000003	0.0631	0.5	0.1517
0.24000000000000002	0.0576	0.607	0.1395
0.26	0.0529	0.685	0.1287
0.28	0.049	0.743	0.1192
0.30000000000000004	0.0458	0.786	0.1109
0.32000000000000006	0.043	0.821	0.1034
0.3400000000000001	0.0404	0.85	0.0962
0.3600000000000001	0.038	0.874	0.0891
0.38	0.0356	0.896	0.0821
0.4	0.0331	0.916	0.075
0.42000000000000004	0.0307	0.933	0.0679
0.44000000000000006	0.0283	0.948	0.0607
0.4600000000000001	0.0262	0.961	0.0534
0.4800000000000001	0.0241	0.972	0.0461
0.5000000000000001	0.022	0.981	0.0391
0.5200000000000001	0.0199	0.987	0.0327
0.54	0.0179	0.991	0.028
