Length Scale	MAE	R_square	RMSE
0.1	0.0595	-2.353	0.1296
0.12000000000000001	0.0502	-0.673	0.1111
0.14	0.0422	0.153	0.0943
0.16000000000000003	0.0361	0.519	0.0816
0.18000000000000002	0.0311	0.686	0.0725
0.2	0.0281	0.776	0.0652
0.22000000000000003	0.0255	0.834	0.0584
0.24000000000000002	0.0232	0.879	0.0516
0.26	0.0209	0.913	0.0449
0.28	0.0191	0.937	0.039
0.30000000000000004	0.0176	0.953	0.0341
0.32000000000000006	0.0167	0.964	0.0303
0.3400000000000001	0.016	0.971	0.0276
0.3600000000000001	0.0156	0.975	0.0257
0.38	0.0154	0.978	0.0244
0.4	0.0153	0.979	0.0235
0.42000000000000004	0.0152	0.981	0.0227
0.44000000000000006	0.015	0.982	0.022
0.4600000000000001	0.0148	0.983	0.0214
0.4800000000000001	0.0147	0.984	0.0211
0.5000000000000001	0.0146	0.984	0.0212
0.5200000000000001	0.0146	0.983	0.0218
0.54	0.0155	0.982	0.0227
