Length Scale	MAE	R_square	RMSE
0.1	0.1409	-2.466	0.1717
0.12000000000000001	0.1265	-1.303	0.1597
0.14	0.1155	-0.566	0.1494
0.16000000000000003	0.1069	-0.115	0.1402
0.18000000000000002	0.0976	0.172	0.1313
0.2	0.0891	0.369	0.1221
0.22000000000000003	0.0805	0.51	0.113
0.24000000000000002	0.0722	0.612	0.1047
0.26	0.066	0.686	0.0973
0.28	0.0609	0.739	0.0911
0.30000000000000004	0.0566	0.777	0.0857
0.32000000000000006	0.0536	0.806	0.0811
0.3400000000000001	0.0517	0.828	0.0774
0.3600000000000001	0.0504	0.844	0.0744
0.38	0.0499	0.855	0.0723
0.4	0.0501	0.86	0.0711
0.42000000000000004	0.0515	0.858	0.0711
0.44000000000000006	0.0544	0.851	0.0722
0.4600000000000001	0.0513	0.851	0.0709
0.4800000000000001	0.0537	0.841	0.0726
0.5000000000000001	0.0566	0.828	0.0749
0.5200000000000001	0.0589	0.818	0.0767
0.54	0.0612	0.804	0.0791
