Length Scale	MAE	R_square	RMSE
0.1	0.0816	-1.898	0.1519
0.12000000000000001	0.0718	-0.687	0.134
0.14	0.0623	0.024	0.1184
0.16000000000000003	0.054	0.381	0.1066
0.18000000000000002	0.0473	0.563	0.0978
0.2	0.0437	0.667	0.0905
0.22000000000000003	0.0415	0.736	0.0839
0.24000000000000002	0.0388	0.786	0.0777
0.26	0.0363	0.822	0.0724
0.28	0.0347	0.848	0.068
0.30000000000000004	0.0333	0.867	0.0643
0.32000000000000006	0.0322	0.882	0.0611
0.3400000000000001	0.0313	0.894	0.058
0.3600000000000001	0.0303	0.906	0.055
0.38	0.0293	0.917	0.052
0.4	0.0282	0.928	0.0487
0.42000000000000004	0.0268	0.939	0.0452
0.44000000000000006	0.0254	0.949	0.0415
0.4600000000000001	0.024	0.959	0.0379
0.4800000000000001	0.0224	0.967	0.0345
0.5000000000000001	0.0211	0.972	0.0316
0.5200000000000001	0.0205	0.976	0.0294
0.54	0.0204	0.978	0.028
