Length Scale	MAE	R_square	RMSE
0.1	0.0996	-0.197	0.1713
0.12000000000000001	0.0828	0.29	0.1483
0.14	0.069	0.554	0.1292
0.16000000000000003	0.0577	0.714	0.112
0.18000000000000002	0.0489	0.801	0.0991
0.2	0.044	0.85	0.0893
0.22000000000000003	0.0395	0.883	0.0812
0.24000000000000002	0.0357	0.905	0.0745
0.26	0.0325	0.919	0.0698
0.28	0.0301	0.928	0.0665
0.30000000000000004	0.0284	0.934	0.0641
0.32000000000000006	0.0271	0.939	0.0622
0.3400000000000001	0.0262	0.943	0.0606
0.3600000000000001	0.0254	0.945	0.0593
0.38	0.0249	0.947	0.0583
0.4	0.0246	0.949	0.0578
0.42000000000000004	0.0245	0.949	0.0576
0.44000000000000006	0.0246	0.948	0.0578
0.4600000000000001	0.0251	0.947	0.0584
0.4800000000000001	0.0259	0.946	0.0593
0.5000000000000001	0.027	0.943	0.0604
0.5200000000000001	0.0282	0.941	0.0617
0.54	0.0294	0.938	0.063
