Length Scale	MAE	R_square	RMSE
0.1	0.1494	-3.746	0.1923
0.12000000000000001	0.1197	-0.827	0.1619
0.14	0.0974	0.162	0.1372
0.16000000000000003	0.0853	0.531	0.1196
0.18000000000000002	0.0767	0.691	0.1073
0.2	0.0718	0.773	0.0982
0.22000000000000003	0.067	0.823	0.0907
0.24000000000000002	0.0616	0.857	0.0839
0.26	0.0566	0.882	0.0778
0.28	0.0524	0.901	0.0721
0.30000000000000004	0.0486	0.917	0.0667
0.32000000000000006	0.0451	0.93	0.0617
0.3400000000000001	0.042	0.94	0.0572
0.3600000000000001	0.0392	0.949	0.0532
0.38	0.0368	0.955	0.05
0.4	0.0347	0.96	0.0474
0.42000000000000004	0.0328	0.963	0.0454
0.44000000000000006	0.031	0.966	0.044
0.4600000000000001	0.0293	0.967	0.0434
0.4800000000000001	0.0295	0.96	0.0467
0.5000000000000001	0.0333	0.948	0.0522
0.5200000000000001	0.0394	0.935	0.0573
0.54	0.0449	0.92	0.0624
