Length Scale	MAE	R_square	RMSE
0.1	0.1173	-3.531	0.1547
0.12000000000000001	0.0924	-0.566	0.1222
0.14	0.0696	0.431	0.0931
0.16000000000000003	0.0525	0.758	0.0712
0.18000000000000002	0.0401	0.876	0.0563
0.2	0.0315	0.926	0.0466
0.22000000000000003	0.027	0.949	0.0403
0.24000000000000002	0.0248	0.961	0.0361
0.26	0.0238	0.968	0.0333
0.28	0.0235	0.972	0.0316
0.30000000000000004	0.0236	0.974	0.0306
0.32000000000000006	0.0236	0.975	0.0304
0.3400000000000001	0.0237	0.975	0.0308
0.3600000000000001	0.0239	0.974	0.0318
0.38	0.0253	0.971	0.0334
0.4	0.0273	0.968	0.0353
0.42000000000000004	0.0291	0.965	0.0375
0.44000000000000006	0.0308	0.96	0.0399
0.4600000000000001	0.0325	0.955	0.0424
0.4800000000000001	0.0317	0.957	0.0413
0.5000000000000001	0.0313	0.952	0.0431
0.5200000000000001	0.0323	0.947	0.045
0.54	0.0363	0.927	0.0515
