Length Scale	MAE	R_square	RMSE
0.1	0.1005	0.43	0.1452
0.12000000000000001	0.0799	0.673	0.1197
0.14	0.0623	0.806	0.0988
0.16000000000000003	0.0483	0.879	0.0824
0.18000000000000002	0.0371	0.921	0.0694
0.2	0.0295	0.946	0.0591
0.22000000000000003	0.0248	0.961	0.0507
0.24000000000000002	0.0214	0.972	0.0438
0.26	0.0184	0.98	0.0378
0.28	0.0159	0.985	0.0326
0.30000000000000004	0.0139	0.989	0.028
0.32000000000000006	0.0124	0.992	0.0241
0.3400000000000001	0.0113	0.994	0.0209
0.3600000000000001	0.0103	0.995	0.0184
0.38	0.0096	0.996	0.0167
0.4	0.0093	0.997	0.016
0.42000000000000004	0.0095	0.997	0.0163
0.44000000000000006	0.0102	0.996	0.0174
0.4600000000000001	0.0113	0.995	0.0192
0.4800000000000001	0.0137	0.993	0.0226
0.5000000000000001	0.0153	0.992	0.025
0.5200000000000001	0.0165	0.991	0.0258
0.54	0.0176	0.99	0.0273
