Length Scale	MAE	R_square	RMSE
0.1	0.101	0.473	0.1377
0.12000000000000001	0.0797	0.695	0.1145
0.14	0.0637	0.808	0.0973
0.16000000000000003	0.0513	0.869	0.0842
0.18000000000000002	0.0421	0.907	0.0734
0.2	0.0352	0.933	0.0637
0.22000000000000003	0.0304	0.953	0.0547
0.24000000000000002	0.0259	0.967	0.0463
0.26	0.0221	0.977	0.0388
0.28	0.0188	0.984	0.0324
0.30000000000000004	0.0163	0.989	0.0273
0.32000000000000006	0.0144	0.992	0.0235
0.3400000000000001	0.0133	0.994	0.021
0.3600000000000001	0.0126	0.994	0.0198
0.38	0.0123	0.994	0.0199
0.4	0.0126	0.994	0.021
0.42000000000000004	0.0135	0.993	0.0229
0.44000000000000006	0.015	0.991	0.0254
0.4600000000000001	0.0167	0.989	0.0285
0.4800000000000001	0.0198	0.984	0.0335
0.5000000000000001	0.0209	0.985	0.033
0.5200000000000001	0.021	0.986	0.0317
0.54	0.0216	0.985	0.0329
