     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.32497,0.14776,0.13845,0.13118,0.25765,0.0386324
0.15873,0.30741,0.19645,0.00743,0.32997,0.0925213
0.00392,0.52103,0.11224,0.00133,0.36149,0.1536807
0.00097,0.99538,0.00050,0.00207,0.00109,0.0325018
0.00081,0.46560,0.00273,0.00179,0.52906,0.1391686
0.00068,0.51181,0.00024,0.19980,0.28747,0.1373262
0.00375,0.56004,0.42929,0.00264,0.00428,0.0699407
0.00313,0.62332,0.00422,0.00383,0.36550,0.1432397
0.00061,0.17971,0.00254,0.81247,0.00467,0.0030487
0.00133,0.00401,0.00023,0.36514,0.62928,0.0005552
0.18914,0.53994,0.00115,0.00029,0.26949,0.1576996
0.30674,0.57043,0.00104,0.11542,0.00637,0.1181874
0.12405,0.57574,0.09444,0.00065,0.20512,0.1412735
0.64263,0.34996,0.00351,0.00367,0.00023,0.0407764
0.12205,0.48970,0.00432,0.04434,0.33958,0.1555240
0.00081,0.62261,0.00411,0.36868,0.00379,0.0780958
0.00324,0.00347,0.99199,0.00059,0.00071,0.0654298
0.00156,0.00333,0.60144,0.39287,0.00081,0.0686138
0.29819,0.31956,0.00077,0.37806,0.00342,0.0636777
0.00497,0.00016,0.67070,0.00192,0.32225,0.0698920
0.32375,0.00496,0.66679,0.00167,0.00283,0.1536430
0.46591,0.00485,0.52571,0.00201,0.00151,0.1618797
0.36151,0.00147,0.51785,0.11706,0.00211,0.1239377
0.00231,0.35714,0.32072,0.31977,0.00006,0.0699178
0.34892,0.12261,0.52670,0.00173,0.00004,0.0964588
0.00448,0.00382,0.00088,0.00157,0.98926,0.0000000
0.68200,0.00132,0.31489,0.00021,0.00158,0.1107275
0.63607,0.00493,0.00059,0.35784,0.00057,0.0002913
0.00262,0.00317,0.34254,0.00141,0.65026,0.0144611
0.00072,0.00276,0.26434,0.52728,0.20490,0.0086928
0.43329,0.00295,0.00491,0.00158,0.55727,0.0000771
0.28390,0.46383,0.00309,0.00372,0.24547,0.1312183
0.38531,0.00135,0.53515,0.00185,0.07634,0.1365700
0.16216,0.63784,0.00433,0.00158,0.19409,0.1549138
0.00144,0.41672,0.10933,0.10063,0.37188,0.1339100
0.00087,0.32959,0.00041,0.42033,0.24879,0.0843431
0.12648,0.55453,0.00095,0.09232,0.22572,0.1598407
0.11251,0.54342,0.00069,0.00478,0.33860,0.1636411
0.00332,0.70480,0.17994,0.10739,0.00455,0.0895539
0.00282,0.22774,0.76298,0.00447,0.00199,0.0534256
0.28794,0.00076,0.00060,0.70949,0.00121,0.0001013
0.00386,0.40234,0.32393,0.00488,0.26500,0.1256512
0.98351,0.00488,0.00473,0.00239,0.00449,0.0003035
0.11112,0.54147,0.00135,0.00392,0.34215,0.1682029
0.00346,0.00463,0.60445,0.20394,0.18352,0.0463943
0.12866,0.35704,0.00484,0.00365,0.50581,0.1049129
0.13639,0.53369,0.00477,0.11894,0.20621,0.1602750
0.24615,0.00291,0.30385,0.44512,0.00198,0.0282618
0.00435,0.51306,0.14569,0.13480,0.20211,0.1528376
0.24866,0.00321,0.00185,0.45102,0.29526,0.0005116
0.11755,0.48592,0.07615,0.17661,0.14377,0.1468098
0.71892,0.00231,0.00455,0.00193,0.27230,0.0000041
0.28870,0.53679,0.16667,0.00471,0.00314,0.0909734
0.10558,0.59274,0.00022,0.08365,0.21782,0.1628682
0.23529,0.00324,0.40738,0.00202,0.35208,0.0553052
0.10363,0.54078,0.00334,0.06235,0.28991,0.1654858
0.25245,0.74294,0.00040,0.00283,0.00138,0.1018315
0.14483,0.49194,0.00156,0.12658,0.23509,0.1563081
0.00067,0.37263,0.21224,0.18554,0.22891,0.1272330
0.11137,0.00101,0.76502,0.11959,0.00301,0.0918797
0.00229,0.57459,0.15792,0.00355,0.26164,0.1570893
0.09180,0.60411,0.00258,0.08503,0.21648,0.1553026
0.00060,0.00351,0.00411,0.75423,0.23755,0.0004050
0.10352,0.56054,0.00255,0.00412,0.32926,0.1623392
0.09256,0.53527,0.00114,0.05818,0.31285,0.1639947
0.09006,0.53132,0.00115,0.05823,0.31925,0.1681303
0.07922,0.53396,0.06706,0.00096,0.31881,0.1554607
0.14143,0.47327,0.00410,0.13912,0.24208,0.1566265
0.53526,0.00270,0.34455,0.11597,0.00152,0.1018892
0.07558,0.53119,0.08609,0.06296,0.24419,0.1585020
0.00013,0.62921,0.00293,0.10259,0.26514,0.1367562
0.00321,0.48311,0.00109,0.10371,0.40888,0.1420133
0.13375,0.54826,0.00413,0.17085,0.14302,0.1509853
0.10748,0.56395,0.00158,0.00361,0.32339,0.1671906
0.10600,0.56317,0.00091,0.00252,0.32740,0.1635702
0.51509,0.00109,0.34979,0.00370,0.13032,0.0809530
0.14773,0.66845,0.00436,0.17916,0.00029,0.1131298
0.15444,0.47753,0.16368,0.20143,0.00292,0.1037056
0.13611,0.44697,0.00289,0.14287,0.27116,0.1464061
0.00167,0.35707,0.12153,0.51858,0.00115,0.0459526
0.20063,0.00427,0.70065,0.00271,0.09174,0.1146991
0.00236,0.56932,0.18921,0.00486,0.23425,0.1440540
0.00497,0.51689,0.16457,0.11545,0.19812,0.1487776
0.19921,0.00018,0.00089,0.00174,0.79799,0.0000000
0.13740,0.59802,0.00134,0.00346,0.25978,0.1629337
0.00493,0.19548,0.44796,0.00140,0.35022,0.0763129
0.09345,0.55189,0.00135,0.00261,0.35069,0.1629827
0.00095,0.49408,0.12450,0.00137,0.37910,0.1528409
0.55891,0.17637,0.25958,0.00077,0.00437,0.0608385
0.00386,0.00476,0.23122,0.75975,0.00041,0.0084794
