     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.11181,0.40418,0.01970,0.06413,0.40018,0.0046488
0.25702,0.28801,0.07074,0.12155,0.26269,0.0318490
0.25190,0.18608,0.06935,0.22667,0.26599,0.0401459
0.45291,0.08006,0.13968,0.23900,0.08835,0.0541471
0.17099,0.00006,0.50584,0.32201,0.00109,0.1294639
0.00090,0.00107,0.97482,0.02162,0.00159,0.0659145
0.00365,0.00148,0.48463,0.50536,0.00488,0.0903914
0.22435,0.00148,0.56899,0.10430,0.10088,0.1289758
0.14607,0.15813,0.55276,0.14180,0.00125,0.1339551
0.00441,0.06633,0.56828,0.17376,0.18721,0.1454520
0.00020,0.00373,0.56066,0.00245,0.43296,0.1401635
0.00182,0.17783,0.57131,0.00115,0.24789,0.1493431
0.00177,0.12905,0.46104,0.08992,0.31822,0.1267600
0.00498,0.43596,0.55498,0.00282,0.00126,0.1034038
0.00036,0.04224,0.67339,0.00229,0.28172,0.1560738
0.00124,0.50391,0.00004,0.49099,0.00383,0.1445083
0.00322,0.29098,0.00120,0.70010,0.00450,0.1259167
0.00108,0.36199,0.24179,0.39203,0.00311,0.0922240
0.19384,0.33071,0.00465,0.46711,0.00370,0.0643239
0.00163,0.83952,0.00463,0.15121,0.00301,0.0624824
0.00480,0.00236,0.00263,0.00175,0.98846,0.0000000
0.98699,0.00448,0.00464,0.00098,0.00291,0.0166875
0.24878,0.00026,0.37809,0.00283,0.37005,0.1031510
0.00292,0.00348,0.00444,0.72241,0.26675,0.0433350
0.00039,0.16614,0.69452,0.00445,0.13450,0.1495363
0.00465,0.00092,0.72767,0.26513,0.00162,0.0859133
0.12093,0.00242,0.45311,0.21483,0.20870,0.1317304
0.57899,0.00019,0.41518,0.00104,0.00460,0.0494888
0.55778,0.00192,0.00083,0.00241,0.43706,0.0352841
0.07950,0.08207,0.61452,0.00151,0.22240,0.1493226
0.26363,0.27282,0.45866,0.00110,0.00379,0.1259835
0.00259,0.00401,0.00419,0.35305,0.63616,0.0140209
0.00240,0.00196,0.00067,0.99209,0.00288,0.0421415
0.00493,0.00163,0.70390,0.00359,0.28595,0.1548145
0.00079,0.38877,0.00202,0.47109,0.13733,0.0861831
0.22245,0.00150,0.17573,0.59531,0.00500,0.0760291
0.40267,0.58713,0.00448,0.00271,0.00301,0.0053958
0.28975,0.00328,0.00002,0.00007,0.70689,0.0036197
0.11391,0.18235,0.55009,0.00058,0.15306,0.1501807
0.00203,0.00113,0.34924,0.37499,0.27261,0.1152983
0.00425,0.62034,0.24597,0.00484,0.12461,0.0280147
0.71724,0.27329,0.00298,0.00278,0.00372,0.0298195
0.25954,0.12962,0.38689,0.22151,0.00243,0.1109177
0.15734,0.17395,0.66669,0.00096,0.00105,0.1439319
